A fumaça foi 'Não detectada'. [date: 2022-12-16, time: 16:00:43.724690]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:00:45.338187]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:01:08.364055]
O alarme foi Desligado(a). [date: 2022-12-16, time: 16:01:08.365248]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:01:09.365989]
A fumaça foi 'Detectada'. [date: 2022-12-16, time: 16:03:49.637314]
A fumaça foi 'Não detectada'. [date: 2022-12-16, time: 16:03:53.548317]
A janela foi 'Aberto(a)'. [date: 2022-12-16, time: 16:03:59.066882]
A fumaça foi 'Detectada'. [date: 2022-12-16, time: 16:04:19.730732]
usuário pediu para acionar/desligar 'luz 1'. [date: 2022-12-16, time: 16:04:40.861569]
A lampada foi 'Ligado(a)'. [date: 2022-12-16, time: 16:04:40.864448]
usuário pediu para acionar/desligar 'luz 2'. [date: 2022-12-16, time: 16:04:41.676002]
A lampada foi 'Ligado(a)'. [date: 2022-12-16, time: 16:04:41.677441]
usuário pediu para acionar/desligar 'luz 1'. [date: 2022-12-16, time: 16:04:45.869719]
A lampada foi 'Desligado(a)'. [date: 2022-12-16, time: 16:04:45.871537]
usuário pediu para acionar/desligar 'luz 2'. [date: 2022-12-16, time: 16:04:46.681903]
A lampada foi 'Desligado(a)'. [date: 2022-12-16, time: 16:04:46.683337]
usuário pediu para acionar/desligar 'luz 1'. [date: 2022-12-16, time: 16:04:48.685361]
A lampada foi 'Ligado(a)'. [date: 2022-12-16, time: 16:04:48.686944]
usuário pediu para acionar/desligar 'luz 2'. [date: 2022-12-16, time: 16:04:48.874689]
A lampada foi 'Ligado(a)'. [date: 2022-12-16, time: 16:04:48.876051]
usuário pediu para acionar/desligar 'air-condicionado'. [date: 2022-12-16, time: 16:04:49.687916]
O ar-condicionado foi 'Ligado(a)'. [date: 2022-12-16, time: 16:04:49.689178]
usuário pediu para acionar/desligar 'projetor'. [date: 2022-12-16, time: 16:04:49.877059]
O projetor foi 'Ligado(a)'. [date: 2022-12-16, time: 16:04:49.878566]
usuário pediu para acionar/desligar 'luz 1'. [date: 2022-12-16, time: 16:05:00.701148]
